timestamp                 ,open  ,high  ,low   ,close ,volume ,difference
2023-12-10 18:33:00-03:00 ,365.9 ,365.9 ,365.9 ,365.9 ,  0.12 ,0.0
2023-12-10 18:34:00-03:00 ,365.9 ,365.9 ,365.9 ,365.9 ,  0.0  ,0.0
2023-12-10 18:35:00-03:00 ,366.8 ,367.0 ,366.8 ,367.0 , 17.63 ,0.2
2023-12-10 18:36:00-03:00 ,366.9 ,366.9 ,366.9 ,366.9 ,  0.13 ,0.0
2023-12-10 18:37:00-03:00 ,367.0 ,367.0 ,367.0 ,367.0 ,  2.64 ,0.0
2023-12-10 18:38:00-03:00 ,367.4 ,367.7 ,367.4 ,367.7 ,  4.6  ,0.3
2023-12-10 18:39:00-03:00 ,368.1 ,368.2 ,368.1 ,368.2 ,  1.26 ,0.1
2023-12-10 18:40:00-03:00 ,368.3 ,368.6 ,368.3 ,368.6 ,  2.47 ,0.3
2023-12-10 18:41:00-03:00 ,368.6 ,368.6 ,368.4 ,368.4 ,  2.02 ,-0.2
2023-12-10 18:42:00-03:00 ,368.4 ,368.4 ,368.4 ,368.4 ,  0.0  ,0.0
2023-12-10 18:43:00-03:00 ,369.0 ,369.0 ,368.6 ,368.6 ,  2.12 ,-0.4
2023-12-10 18:44:00-03:00 ,368.6 ,368.6 ,368.6 ,368.6 ,  0.0  ,0.0
2023-12-10 18:45:00-03:00 ,368.5 ,368.5 ,368.5 ,368.5 ,  2.93 ,0.0
2023-12-10 18:46:00-03:00 ,369.0 ,369.2 ,369.0 ,369.0 , 21.48 ,0.0
2023-12-10 18:47:00-03:00 ,369.2 ,369.2 ,369.2 ,369.2 ,  2.77 ,0.0
2023-12-10 18:48:00-03:00 ,369.2 ,369.2 ,369.2 ,369.2 ,  0.0  ,0.0
2023-12-10 18:49:00-03:00 ,369.2 ,369.2 ,369.2 ,369.2 ,  0.0  ,0.0
2023-12-10 18:50:00-03:00 ,369.2 ,369.2 ,369.2 ,369.2 ,  0.0  ,0.0
2023-12-10 18:51:00-03:00 ,369.2 ,369.2 ,369.2 ,369.2 ,  0.0  ,0.0
2023-12-10 18:52:00-03:00 ,368.1 ,368.1 ,368.1 ,368.1 ,  0.04 ,0.0
2023-12-10 18:53:00-03:00 ,367.7 ,368.6 ,367.7 ,368.6 ,  6.83 ,0.9
2023-12-10 18:54:00-03:00 ,368.6 ,368.6 ,368.6 ,368.6 ,  0.91 ,0.0
2023-12-10 18:55:00-03:00 ,368.0 ,368.0 ,367.9 ,367.9 ,  2.26 ,-0.1
2023-12-10 18:56:00-03:00 ,367.9 ,367.9 ,367.6 ,367.8 ,  5.77 ,-0.1
2023-12-10 18:57:00-03:00 ,367.8 ,367.8 ,367.8 ,367.8 ,  0.0  ,0.0
2023-12-10 18:58:00-03:00 ,367.6 ,368.1 ,367.5 ,368.1 , 21.34 ,0.5
2023-12-10 18:59:00-03:00 ,368.1 ,368.1 ,368.1 ,368.1 ,  8.11 ,0.0
2023-12-10 19:00:00-03:00 ,368.1 ,368.1 ,368.1 ,368.1 ,  0.74 ,0.0
2023-12-10 19:01:00-03:00 ,367.9 ,367.9 ,367.0 ,367.0 ,  1.56 ,-0.9
2023-12-10 19:02:00-03:00 ,367.0 ,367.2 ,367.0 ,367.2 ,  1.83 ,0.2
2023-12-10 19:03:00-03:00 ,367.2 ,367.2 ,367.2 ,367.2 ,  0.0  ,0.0
2023-12-10 19:04:00-03:00 ,367.2 ,367.2 ,367.2 ,367.2 ,  0.0  ,0.0
2023-12-10 19:05:00-03:00 ,367.2 ,367.2 ,367.2 ,367.2 ,  0.0  ,0.0
2023-12-10 19:06:00-03:00 ,367.2 ,367.2 ,367.2 ,367.2 ,  0.0  ,0.0
2023-12-10 19:07:00-03:00 ,367.2 ,367.2 ,367.2 ,367.2 ,  0.0  ,0.0
2023-12-10 19:08:00-03:00 ,368.5 ,368.5 ,368.5 ,368.5 , 13.76 ,0.0
2023-12-10 19:09:00-03:00 ,368.5 ,368.5 ,368.5 ,368.5 ,  0.0  ,0.0
2023-12-10 19:10:00-03:00 ,369.1 ,369.1 ,369.1 ,369.1 ,  0.05 ,0.0
2023-12-10 19:11:00-03:00 ,369.2 ,369.2 ,369.2 ,369.2 ,  0.81 ,0.0
2023-12-10 19:12:00-03:00 ,369.2 ,369.2 ,369.2 ,369.2 ,  0.0  ,0.0
2023-12-10 19:13:00-03:00 ,369.2 ,369.2 ,369.2 ,369.2 ,  0.0  ,0.0
2023-12-10 19:14:00-03:00 ,369.2 ,369.2 ,369.2 ,369.2 ,  0.0  ,0.0
2023-12-10 19:15:00-03:00 ,369.5 ,369.5 ,369.5 ,369.5 , 11.46 ,0.0
2023-12-10 19:16:00-03:00 ,369.1 ,369.1 ,369.1 ,369.1 ,  0.13 ,0.0
2023-12-10 19:17:00-03:00 ,369.1 ,369.1 ,369.1 ,369.1 ,  0.4  ,0.0
2023-12-10 19:18:00-03:00 ,369.0 ,369.0 ,369.0 ,369.0 ,  0.13 ,0.0
2023-12-10 19:19:00-03:00 ,368.5 ,368.5 ,368.5 ,368.5 , 10.24 ,0.0
2023-12-10 19:20:00-03:00 ,368.5 ,368.5 ,368.5 ,368.5 ,  0.14 ,0.0
2023-12-10 19:21:00-03:00 ,368.9 ,368.9 ,368.9 ,368.9 , 14.46 ,0.0
2023-12-10 19:22:00-03:00 ,369.4 ,369.5 ,369.4 ,369.5 ,  6.97 ,0.1
2023-12-10 19:23:00-03:00 ,369.6 ,369.6 ,369.6 ,369.6 , 49.28 ,0.0
2023-12-10 19:24:00-03:00 ,369.9 ,370.0 ,369.9 ,370.0 , 22.43 ,0.1
2023-12-10 19:25:00-03:00 ,370.8 ,371.0 ,370.0 ,370.2 , 18.49 ,-0.6
2023-12-10 19:26:00-03:00 ,369.9 ,370.0 ,369.9 ,370.0 ,  7.36 ,0.1
2023-12-10 19:27:00-03:00 ,370.0 ,370.0 ,370.0 ,370.0 ,  0.0  ,0.0
2023-12-10 19:28:00-03:00 ,370.0 ,370.0 ,370.0 ,370.0 ,  0.0  ,0.0
2023-12-10 19:29:00-03:00 ,370.0 ,370.0 ,370.0 ,370.0 ,  0.0  ,0.0
2023-12-10 19:30:00-03:00 ,370.0 ,370.0 ,370.0 ,370.0 ,  0.0  ,0.0
2023-12-10 19:31:00-03:00 ,370.0 ,370.0 ,370.0 ,370.0 ,  0.0  ,0.0
2023-12-10 19:32:00-03:00 ,368.8 ,368.8 ,368.8 ,368.8 ,  2.71 ,0.0
2023-12-10 19:33:00-03:00 ,368.8 ,368.8 ,368.8 ,368.8 ,  0.27 ,0.0
2023-12-10 19:34:00-03:00 ,368.8 ,368.8 ,368.8 ,368.8 ,  0.0  ,0.0
2023-12-10 19:35:00-03:00 ,368.1 ,368.4 ,368.1 ,368.4 ,  1.16 ,0.3
2023-12-10 19:36:00-03:00 ,368.4 ,368.4 ,368.4 ,368.4 ,  0.0  ,0.0
2023-12-10 19:37:00-03:00 ,368.4 ,368.4 ,368.4 ,368.4 ,  0.0  ,0.0
2023-12-10 19:38:00-03:00 ,368.4 ,368.4 ,368.4 ,368.4 ,  0.0  ,0.0
2023-12-10 19:39:00-03:00 ,368.8 ,368.8 ,368.8 ,368.8 ,  0.63 ,0.0
2023-12-10 19:40:00-03:00 ,368.9 ,368.9 ,368.8 ,368.8 ,  0.91 ,-0.1
2023-12-10 19:41:00-03:00 ,368.8 ,368.8 ,368.8 ,368.8 ,  0.0  ,0.0
2023-12-10 19:42:00-03:00 ,368.8 ,368.8 ,368.8 ,368.8 ,  0.0  ,0.0
2023-12-10 19:43:00-03:00 ,369.1 ,369.2 ,369.0 ,369.0 ,  1.69 ,-0.1
2023-12-10 19:44:00-03:00 ,369.1 ,369.1 ,369.1 ,369.1 ,  0.07 ,0.0
2023-12-10 19:45:00-03:00 ,369.0 ,369.0 ,369.0 ,369.0 ,  0.14 ,0.0
2023-12-10 19:46:00-03:00 ,369.2 ,369.2 ,369.2 ,369.2 ,  0.19 ,0.0
2023-12-10 19:47:00-03:00 ,369.2 ,369.2 ,369.2 ,369.2 ,  0.0  ,0.0
2023-12-10 19:48:00-03:00 ,369.2 ,369.2 ,369.0 ,369.0 ,  3.73 ,-0.2
2023-12-10 19:49:00-03:00 ,368.8 ,368.8 ,368.7 ,368.7 ,  0.71 ,-0.1
2023-12-10 19:50:00-03:00 ,368.0 ,368.0 ,367.9 ,367.9 , 14.0  ,-0.1
2023-12-10 19:51:00-03:00 ,368.3 ,368.3 ,368.3 ,368.3 ,  0.27 ,0.0
2023-12-10 19:52:00-03:00 ,368.3 ,368.3 ,368.2 ,368.2 ,  2.69 ,-0.1
2023-12-10 19:53:00-03:00 ,368.6 ,368.6 ,368.6 ,368.6 ,  0.14 ,0.0
2023-12-10 19:54:00-03:00 ,368.6 ,368.6 ,368.6 ,368.6 ,  0.0  ,0.0
